Date,Latitude,Longitude,Sea_Surface_Temperature,HotSpots,Degree_Heating_Weeks,Bleaching_Alert_Area
08/23/1985,-16.775,179.350,26.8100,0.0000,0.0000,0
08/24/1985,-16.775,179.350,27.0900,0.0000,0.0000,0
08/25/1985,-16.775,179.350,27.5400,0.0000,0.0000,0
08/26/1985,-16.775,179.350,27.0600,0.0000,0.0000,0
08/27/1985,-16.775,179.350,26.3600,0.0000,0.0000,0
08/28/1985,-16.775,179.350,26.3500,0.0000,0.0000,0
08/29/1985,-16.775,179.350,26.2100,0.0000,0.0000,0
08/30/1985,-16.775,179.350,26.0000,0.0000,0.0000,0
08/31/1985,-16.775,179.350,26.5300,0.0000,0.0000,0
09/01/1985,-16.775,179.350,26.7700,0.0000,0.0000,0
09/02/1985,-16.775,179.350,26.6700,0.0000,0.0000,0
09/03/1985,-16.775,179.350,26.8400,0.0000,0.0000,0
09/04/1985,-16.775,179.350,26.4300,0.0000,0.0000,0
09/05/1985,-16.775,179.350,26.2300,0.0000,0.0000,0
09/06/1985,-16.775,179.350,26.5000,0.0000,0.0000,0
09/07/1985,-16.775,179.350,26.3800,0.0000,0.0000,0
09/08/1985,-16.775,179.350,26.1100,0.0000,0.0000,0
09/09/1985,-16.775,179.350,26.0100,0.0000,0.0000,0
09/10/1985,-16.775,179.350,25.7900,0.0000,0.0000,0
09/11/1985,-16.775,179.350,25.8400,0.0000,0.0000,0
09/12/1985,-16.775,179.350,25.8500,0.0000,0.0000,0
09/13/1985,-16.775,179.350,25.8700,0.0000,0.0000,0
09/14/1985,-16.775,179.350,25.9600,0.0000,0.0000,0
09/15/1985,-16.775,179.350,25.8500,0.0000,0.0000,0
09/16/1985,-16.775,179.350,25.6500,0.0000,0.0000,0
09/17/1985,-16.775,179.350,25.6900,0.0000,0.0000,0
09/18/1985,-16.775,179.350,25.6600,0.0000,0.0000,0
09/19/1985,-16.775,179.350,25.7000,0.0000,0.0000,0
09/20/1985,-16.775,179.350,25.9600,0.0000,0.0000,0
09/21/1985,-16.775,179.350,26.3200,0.0000,0.0000,0
09/22/1985,-16.775,179.350,25.9700,0.0000,0.0000,0
09/23/1985,-16.775,179.350,25.8900,0.0000,0.0000,0
09/24/1985,-16.775,179.350,26.0800,0.0000,0.0000,0
09/25/1985,-16.775,179.350,26.4800,0.0000,0.0000,0
09/26/1985,-16.775,179.350,26.5300,0.0000,0.0000,0
09/27/1985,-16.775,179.350,25.8900,0.0000,0.0000,0
09/28/1985,-16.775,179.350,25.1900,0.0000,0.0000,0
09/29/1985,-16.775,179.350,26.5100,0.0000,0.0000,0
09/30/1985,-16.775,179.350,26.4000,0.0000,0.0000,0
10/01/1985,-16.775,179.350,26.4400,0.0000,0.0000,0
10/02/1985,-16.775,179.350,26.4800,0.0000,0.0000,0
10/03/1985,-16.775,179.350,26.7600,0.0000,0.0000,0
10/04/1985,-16.775,179.350,26.9300,0.0000,0.0000,0
10/05/1985,-16.775,179.350,27.0200,0.0000,0.0000,0
10/06/1985,-16.775,179.350,27.0100,0.0000,0.0000,0
10/07/1985,-16.775,179.350,26.9000,0.0000,0.0000,0
10/08/1985,-16.775,179.350,26.8900,0.0000,0.0000,0
10/09/1985,-16.775,179.350,26.4100,0.0000,0.0000,0
10/10/1985,-16.775,179.350,26.6700,0.0000,0.0000,0
10/11/1985,-16.775,179.350,26.7300,0.0000,0.0000,0
10/12/1985,-16.775,179.350,26.8400,0.0000,0.0000,0
10/13/1985,-16.775,179.350,26.8700,0.0000,0.0000,0
10/14/1985,-16.775,179.350,26.7500,0.0000,0.0000,0
10/15/1985,-16.775,179.350,26.6600,0.0000,0.0000,0
10/16/1985,-16.775,179.350,26.6900,0.0000,0.0000,0
10/17/1985,-16.775,179.350,26.7200,0.0000,0.0000,0
10/18/1985,-16.775,179.350,26.9100,0.0000,0.0000,0
10/19/1985,-16.775,179.350,27.2900,0.0000,0.0000,0
10/20/1985,-16.775,179.350,27.1600,0.0000,0.0000,0
10/21/1985,-16.775,179.350,27.0500,0.0000,0.0000,0
10/22/1985,-16.775,179.350,26.4800,0.0000,0.0000,0
10/23/1985,-16.775,179.350,26.7900,0.0000,0.0000,0
10/24/1985,-16.775,179.350,27.1700,0.0000,0.0000,0
10/25/1985,-16.775,179.350,27.2400,0.0000,0.0000,0
10/26/1985,-16.775,179.350,27.1500,0.0000,0.0000,0
10/27/1985,-16.775,179.350,27.4200,0.0000,0.0000,0
10/28/1985,-16.775,179.350,27.3200,0.0000,0.0000,0
10/29/1985,-16.775,179.350,27.5600,0.0000,0.0000,0
10/30/1985,-16.775,179.350,27.5400,0.0000,0.0000,0
10/31/1985,-16.775,179.350,27.5400,0.0000,0.0000,0
11/01/1985,-16.775,179.350,27.1500,0.0000,0.0000,0
11/02/1985,-16.775,179.350,27.1800,0.0000,0.0000,0
11/03/1985,-16.775,179.350,26.7800,0.0000,0.0000,0
11/04/1985,-16.775,179.350,27.1400,0.0000,0.0000,0
11/05/1985,-16.775,179.350,27.6800,0.0000,0.0000,0
11/06/1985,-16.775,179.350,26.8700,0.0000,0.0000,0
11/07/1985,-16.775,179.350,26.6300,0.0000,0.0000,0
11/08/1985,-16.775,179.350,27.2900,0.0000,0.0000,0
11/09/1985,-16.775,179.350,26.8000,0.0000,0.0000,0
11/10/1985,-16.775,179.350,26.5700,0.0000,0.0000,0
11/11/1985,-16.775,179.350,27.3900,0.0000,0.0000,0
11/12/1985,-16.775,179.350,27.3000,0.0000,0.0000,0
11/13/1985,-16.775,179.350,27.5000,0.0000,0.0000,0
11/14/1985,-16.775,179.350,27.5300,0.0000,0.0000,0
11/15/1985,-16.775,179.350,27.1800,0.0000,0.0000,0
11/16/1985,-16.775,179.350,26.8500,0.0000,0.0000,0
11/17/1985,-16.775,179.350,26.6900,0.0000,0.0000,0
11/18/1985,-16.775,179.350,26.6900,0.0000,0.0000,0
11/19/1985,-16.775,179.350,26.4900,0.0000,0.0000,0
11/20/1985,-16.775,179.350,26.4000,0.0000,0.0000,0
11/21/1985,-16.775,179.350,26.5700,0.0000,0.0000,0
11/22/1985,-16.775,179.350,26.6500,0.0000,0.0000,0
11/23/1985,-16.775,179.350,27.3600,0.0000,0.0000,0
11/24/1985,-16.775,179.350,27.9000,0.0000,0.0000,0
11/25/1985,-16.775,179.350,27.8300,0.0000,0.0000,0
11/26/1985,-16.775,179.350,27.7200,0.0000,0.0000,0
11/27/1985,-16.775,179.350,27.4600,0.0000,0.0000,0
11/28/1985,-16.775,179.350,27.5100,0.0000,0.0000,0
11/29/1985,-16.775,179.350,26.5000,0.0000,0.0000,0
11/30/1985,-16.775,179.350,26.3400,0.0000,0.0000,0
12/01/1985,-16.775,179.350,26.5600,0.0000,0.0000,0
12/02/1985,-16.775,179.350,27.2200,0.0000,0.0000,0
12/03/1985,-16.775,179.350,26.6900,0.0000,0.0000,0
12/04/1985,-16.775,179.350,26.9700,0.0000,0.0000,0
12/05/1985,-16.775,179.350,28.2000,0.0000,0.0000,0
12/06/1985,-16.775,179.350,27.7100,0.0000,0.0000,0
12/07/1985,-16.775,179.350,27.0900,0.0000,0.0000,0
12/08/1985,-16.775,179.350,26.8500,0.0000,0.0000,0
12/09/1985,-16.775,179.350,28.4500,0.0000,0.0000,0
12/10/1985,-16.775,179.350,28.3400,0.0000,0.0000,0
12/11/1985,-16.775,179.350,28.4300,0.0000,0.0000,0
12/12/1985,-16.775,179.350,27.9800,0.0000,0.0000,0
12/13/1985,-16.775,179.350,28.6800,0.0000,0.0000,0
12/14/1985,-16.775,179.350,28.6700,0.0000,0.0000,0
12/15/1985,-16.775,179.350,28.5700,0.0000,0.0000,0
12/16/1985,-16.775,179.350,29.0900,0.2500,0.0000,1
12/17/1985,-16.775,179.350,29.2300,0.1700,0.0000,1
12/18/1985,-16.775,179.350,28.6200,0.3200,0.0000,1
12/19/1985,-16.775,179.350,28.6500,0.3700,0.0000,1
12/20/1985,-16.775,179.350,28.4500,0.1600,0.0000,1
12/21/1985,-16.775,179.350,28.4400,0.1500,0.0000,1
12/22/1985,-16.775,179.350,28.6400,0.2100,0.0000,1
12/23/1985,-16.775,179.350,28.8900,0.0200,0.0000,1
12/24/1985,-16.775,179.350,28.6100,0.1800,0.0000,1
12/25/1985,-16.775,179.350,28.5100,0.1700,0.0000,1
12/26/1985,-16.775,179.350,29.0100,0.4100,0.0000,1
12/27/1985,-16.775,179.350,28.4600,0.1700,0.0000,1
12/28/1985,-16.775,179.350,28.1800,0.0000,0.0000,1
12/29/1985,-16.775,179.350,28.0400,0.0000,0.0000,1
12/30/1985,-16.775,179.350,27.9800,0.0000,0.0000,1
12/31/1985,-16.775,179.350,27.8900,0.0000,0.0000,1
01/01/1986,-16.775,179.350,27.6300,0.0000,0.0000,1
01/02/1986,-16.775,179.350,28.0000,0.0000,0.0000,1
01/03/1986,-16.775,179.350,28.0100,0.0000,0.0000,0
01/04/1986,-16.775,179.350,28.5700,0.0000,0.0000,0
01/05/1986,-16.775,179.350,28.1500,0.0000,0.0000,0
01/06/1986,-16.775,179.350,27.8900,0.0000,0.0000,0
01/07/1986,-16.775,179.350,27.8000,0.0000,0.0000,0
01/08/1986,-16.775,179.350,27.9200,0.0000,0.0000,0
01/09/1986,-16.775,179.350,28.0600,0.0000,0.0000,0
01/10/1986,-16.775,179.350,28.0000,0.0000,0.0000,0
01/11/1986,-16.775,179.350,27.9800,0.0000,0.0000,0
01/12/1986,-16.775,179.350,28.0400,0.0000,0.0000,0
01/13/1986,-16.775,179.350,28.4300,0.0000,0.0000,0
01/14/1986,-16.775,179.350,28.2000,0.0000,0.0000,0
01/15/1986,-16.775,179.350,28.1100,0.0000,0.0000,0
01/16/1986,-16.775,179.350,27.8600,0.0000,0.0000,0
01/17/1986,-16.775,179.350,28.6900,0.0000,0.0000,0
01/18/1986,-16.775,179.350,28.7400,0.0000,0.0000,0
01/19/1986,-16.775,179.350,28.2100,0.0000,0.0000,0
01/20/1986,-16.775,179.350,28.1300,0.0000,0.0000,0
01/21/1986,-16.775,179.350,28.1500,0.0000,0.0000,0
01/22/1986,-16.775,179.350,28.1100,0.0000,0.0000,0
01/23/1986,-16.775,179.350,27.5200,0.0000,0.0000,0
01/24/1986,-16.775,179.350,27.6600,0.0000,0.0000,0
01/25/1986,-16.775,179.350,28.1000,0.0000,0.0000,0
01/26/1986,-16.775,179.350,28.2400,0.0100,0.0000,1
01/27/1986,-16.775,179.350,28.3400,0.0400,0.0000,1
01/28/1986,-16.775,179.350,28.6900,0.4800,0.0000,1
01/29/1986,-16.775,179.350,28.8200,0.3700,0.0000,1
01/30/1986,-16.775,179.350,28.7000,0.5600,0.0000,1
01/31/1986,-16.775,179.350,28.8100,0.6300,0.0000,1
02/01/1986,-16.775,179.350,28.7000,0.6600,0.0000,1
02/02/1986,-16.775,179.350,28.7000,0.7900,0.0000,1
02/03/1986,-16.775,179.350,28.8800,1.2100,0.1729,2
02/04/1986,-16.775,179.350,28.8700,1.2600,0.3529,2
02/05/1986,-16.775,179.350,29.1100,1.0300,0.5000,2
02/06/1986,-16.775,179.350,28.9700,0.8600,0.5000,2
02/07/1986,-16.775,179.350,28.4600,0.9000,0.5000,2
02/08/1986,-16.775,179.350,28.8500,1.1400,0.6629,2
02/09/1986,-16.775,179.350,29.2600,1.1500,0.8271,2
02/10/1986,-16.775,179.350,29.3600,1.2600,1.0071,2
02/11/1986,-16.775,179.350,28.9000,0.7900,1.0071,2
02/12/1986,-16.775,179.350,28.6300,0.4900,1.0071,2
02/13/1986,-16.775,179.350,28.4400,0.3100,1.0071,2
02/14/1986,-16.775,179.350,28.3500,0.2000,1.0071,2
02/15/1986,-16.775,179.350,28.4600,0.2000,1.0071,2
02/16/1986,-16.775,179.350,28.2100,0.0600,1.0071,2
02/17/1986,-16.775,179.350,28.5700,0.3600,1.0071,1
02/18/1986,-16.775,179.350,28.5400,0.4200,1.0071,1
02/19/1986,-16.775,179.350,28.7500,0.2700,1.0071,1
02/20/1986,-16.775,179.350,29.2900,0.2600,1.0071,1
02/21/1986,-16.775,179.350,28.2800,0.1900,1.0071,1
02/22/1986,-16.775,179.350,29.2000,0.2700,1.0071,1
02/23/1986,-16.775,179.350,28.6000,0.4800,1.0071,1
02/24/1986,-16.775,179.350,29.3100,0.7700,1.0071,1
